,record,precinct,ballot_style,rank1,rank2,rank3,rank4,rank5,does_not_rank_any_continuing_candidate,highest_continuing_rank,rank_choice_in_continuing_candidate_set,overvote,two_consecutive_skipped_rankings,exhausted,highest_ranked_continuing_candidate
238669,613959,Winterport,CAN Ballot Style 132,undervote,"Bond, Tiffany L.","REP Poliquin, Bruce","Hoar, William R.S.","DEM Golden, Jared F.",False,2,False,False,False,False,"Bond, Tiffany L."
238742,614032,Winterport,CAN Ballot Style 132,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
239233,614523,Winterport,CAN Ballot Style 132,undervote,"Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce","DEM Golden, Jared F.",False,2,False,False,False,False,"Hoar, William R.S."
240019,615309,Washburn,CAN Ballot Style 89,undervote,"Hoar, William R.S.","Bond, Tiffany L.",undervote,"DEM Golden, Jared F.",False,2,False,False,False,False,"Hoar, William R.S."
240163,615453,Washburn,CAN Ballot Style 89,undervote,"REP Poliquin, Bruce",undervote,"Bond, Tiffany L.",overvote,False,2,False,False,False,False,"REP Poliquin, Bruce"
240347,615637,Oakfield,CAN Ballot Style 106,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
242419,617710,Greene,CAN Ballot Style 144,undervote,"Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
242490,617781,Greene,CAN Ballot Style 144,undervote,"REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",False,2,False,False,False,False,"REP Poliquin, Bruce"
243145,618438,Portage Lake,CAN Ballot Style 197,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
243236,618529,Portage Lake,CAN Ballot Style 197,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
243765,619058,Cary Plt,CAN Ballot Style 13,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
244049,619342,Merrill,CAN Ballot Style 106,undervote,"REP Poliquin, Bruce","Bond, Tiffany L.","DEM Golden, Jared F.","REP Poliquin, Bruce",False,2,False,False,False,False,"REP Poliquin, Bruce"
244230,619523,Littleton,CAN Ballot Style 62,undervote,"DEM Golden, Jared F.","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.",False,2,False,False,False,False,"DEM Golden, Jared F."
244768,620061,Hodgdon,CAN Ballot Style 13,undervote,"REP Poliquin, Bruce","Hoar, William R.S.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
245061,620354,Dyer Brook,CAN Ballot Style 106,undervote,"Hoar, William R.S.","REP Poliquin, Bruce",undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
245088,620381,Ellsworth W3,CAN Ballot Style 122,undervote,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
245206,620500,Ellsworth W3,CAN Ballot Style 122,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
246530,621825,Industry,CAN Ballot Style 154,undervote,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
246581,621876,Industry,CAN Ballot Style 154,undervote,"Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L.","REP Poliquin, Bruce",False,2,False,False,False,False,"Hoar, William R.S."
246668,621963,Phillips,CAN Ballot Style 31,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
246726,622021,Phillips,CAN Ballot Style 31,undervote,"Bond, Tiffany L.","REP Poliquin, Bruce",overvote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
247205,622500,Carrabassett Valley,CAN Ballot Style 31,undervote,"Bond, Tiffany L.","DEM Golden, Jared F.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
247629,622924,Carthage,CAN Ballot Style 85,undervote,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce",False,2,False,False,False,False,"Bond, Tiffany L."
247783,623078,Carthage,CAN Ballot Style 85,undervote,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
247914,623209,Temple,CAN Ballot Style 97,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
248512,623807,Avon,CAN Ballot Style 31,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
248837,624132,Weld,CAN Ballot Style 31,undervote,"DEM Golden, Jared F.","REP Poliquin, Bruce",undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
249677,624972,Chesterville,CAN Ballot Style 97,undervote,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
249858,625153,Chesterville,CAN Ballot Style 97,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
249975,625270,Chesterville,CAN Ballot Style 97,undervote,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce",False,2,False,False,False,False,"Bond, Tiffany L."
250821,626116,Swans Island,CAN Ballot Style 103,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
251154,626449,Verona Island,CAN Ballot Style 112,undervote,"Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce",undervote,False,2,False,False,False,False,"Hoar, William R.S."
251183,626478,Verona Island,CAN Ballot Style 112,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
251231,626526,Verona Island,CAN Ballot Style 112,undervote,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Hoar, William R.S."
251558,626853,Brooksville,CAN Ballot Style 64,undervote,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
251587,626882,Brooksville,CAN Ballot Style 64,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
252001,627296,Brooksville,CAN Ballot Style 64,undervote,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
252396,627691,Frenchboro,CAN Ballot Style 103,undervote,"REP Poliquin, Bruce","DEM Golden, Jared F.","Bond, Tiffany L.",undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
252516,627811,Amherst,CAN Ballot Style 12,undervote,"Hoar, William R.S.",undervote,"Hoar, William R.S.",undervote,False,2,False,False,False,False,"Hoar, William R.S."
252760,628055,Mariaville,CAN Ballot Style 131,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
253048,628343,Vienna,CAN Ballot Style 130,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
254032,629327,Canton,CAN Ballot Style 79,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
254398,629693,Roxbury,CAN Ballot Style 191,undervote,"REP Poliquin, Bruce","Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",False,2,False,False,False,False,"REP Poliquin, Bruce"
254754,630049,Hebron,CAN Ballot Style 70,undervote,"Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce","DEM Golden, Jared F.",False,2,False,False,False,False,"Bond, Tiffany L."
255165,630460,Albany Twp,CAN Ballot Style 3,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
255464,630759,Newry,CAN Ballot Style 3,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
255722,631017,Hartford,CAN Ballot Style 148,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
255745,631040,Hartford,CAN Ballot Style 148,undervote,"Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L.","REP Poliquin, Bruce",False,2,False,False,False,False,"Hoar, William R.S."
255778,631073,Hartford,CAN Ballot Style 148,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
255821,631116,Hartford,CAN Ballot Style 148,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
256006,631301,Hartford,CAN Ballot Style 148,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
256723,632018,Upton,CAN Ballot Style 3,undervote,"Bond, Tiffany L.",undervote,undervote,"REP Poliquin, Bruce",False,2,False,False,False,False,"Bond, Tiffany L."
256725,632020,Upton,CAN Ballot Style 3,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
256820,632115,Andover,CAN Ballot Style 3,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
256909,632204,Andover,CAN Ballot Style 3,undervote,"Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce",False,2,False,False,False,False,"Bond, Tiffany L."
257148,632443,Andover,CAN Ballot Style 3,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
258325,633620,Winn,CAN Ballot Style 84,undervote,"DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce",undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
258855,634150,Alton,CAN Ballot Style 11,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
259560,634855,Chester,CAN Ballot Style 96,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
259590,634885,Chester,CAN Ballot Style 96,undervote,"Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
259948,635243,Stetson,CAN Ballot Style 124,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
260559,635854,Garland,CAN Ballot Style 93,undervote,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Hoar, William R.S."
262300,637595,Shirley,CAN Ballot Style 1,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
262326,637621,Shirley,CAN Ballot Style 1,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
262381,637676,Shirley,CAN Ballot Style 1,undervote,"REP Poliquin, Bruce","Hoar, William R.S.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
262516,637811,Brownville,CAN Ballot Style 21,undervote,"DEM Golden, Jared F.","Bond, Tiffany L.","REP Poliquin, Bruce","Hoar, William R.S.",False,2,False,False,False,False,"DEM Golden, Jared F."
262723,638018,Brownville,CAN Ballot Style 21,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
263022,638317,Guilford,CAN Ballot Style 1,undervote,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",False,2,False,False,False,False,"REP Poliquin, Bruce"
263789,639084,Sebec,CAN Ballot Style 39,undervote,"Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
264161,639456,Atkinson,CAN Ballot Style 21,undervote,"REP Poliquin, Bruce","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",False,2,False,False,False,False,"REP Poliquin, Bruce"
264557,639852,Wellington,CAN Ballot Style 161,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
265571,640866,Caratunk,CAN Ballot Style 22,undervote,"Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
265774,641069,Embden,CAN Ballot Style 22,undervote,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce",False,2,False,False,False,False,"Bond, Tiffany L."
266389,641684,New Portland,CAN Ballot Style 14,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
266625,641920,Bingham,CAN Ballot Style 22,undervote,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Hoar, William R.S."
267162,642457,Mercer,CAN Ballot Style 190,undervote,"Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce","DEM Golden, Jared F.",False,2,False,False,False,False,"Bond, Tiffany L."
267764,643059,Rockwood Strip Twp,CAN Ballot Style 22,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
268160,643455,Solon,CAN Ballot Style 258,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
268704,643999,Athens,CAN Ballot Style 20,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
269469,644764,Jackman,CAN Ballot Style 22,undervote,"Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce","DEM Golden, Jared F.",False,2,False,False,False,False,"Hoar, William R.S."
269830,645125,Smithfield,CAN Ballot Style 190,undervote,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce",False,2,False,False,False,False,"Bond, Tiffany L."
270113,645408,Smithfield,CAN Ballot Style 190,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
270267,645562,Belmont,CAN Ballot Style 44,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
270404,645699,Belmont,CAN Ballot Style 44,undervote,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",False,2,False,False,False,False,"DEM Golden, Jared F."
270430,645725,Belmont,CAN Ballot Style 44,undervote,"Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
270438,645733,Belmont,CAN Ballot Style 44,undervote,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",False,2,False,False,False,False,"REP Poliquin, Bruce"
270936,646231,Burnham,CAN Ballot Style 65,undervote,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,"DEM Golden, Jared F.",False,2,False,False,False,False,"DEM Golden, Jared F."
271437,646732,Freedom,CAN Ballot Style 65,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
271504,646799,Freedom,CAN Ballot Style 65,undervote,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
271594,646889,Knox,CAN Ballot Style 65,undervote,"REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.",undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
271999,647294,Thorndike,CAN Ballot Style 65,undervote,"Bond, Tiffany L.","REP Poliquin, Bruce","Hoar, William R.S.",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
272309,647604,Troy,CAN Ballot Style 65,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
272854,648149,Montville,CAN Ballot Style 172,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
274125,649420,Waldo,CAN Ballot Style 42,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
274562,649857,Liberty,CAN Ballot Style 172,undervote,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce",False,2,False,False,False,False,"Bond, Tiffany L."
274700,649995,Liberty,CAN Ballot Style 172,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
274854,650149,Frankfort,CAN Ballot Style 132,undervote,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
276023,651318,Princeton,CAN Ballot Style 7,undervote,"DEM Golden, Jared F.","Bond, Tiffany L.","DEM Golden, Jared F.","REP Poliquin, Bruce",False,2,False,False,False,False,"DEM Golden, Jared F."
276078,651373,Princeton,CAN Ballot Style 7,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
277195,652490,Milbridge,CAN Ballot Style 4,undervote,"Hoar, William R.S.","REP Poliquin, Bruce",undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
277283,652578,Milbridge,CAN Ballot Style 4,undervote,"Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
277972,653267,Jonesport,CAN Ballot Style 4,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
278427,653722,Columbia,CAN Ballot Style 4,undervote,"REP Poliquin, Bruce","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",False,2,False,False,False,False,"REP Poliquin, Bruce"
278905,654200,Pembroke,CAN Ballot Style 32,undervote,"Bond, Tiffany L.",undervote,undervote,"DEM Golden, Jared F.",False,2,False,False,False,False,"Bond, Tiffany L."
279396,654691,Danforth,CAN Ballot Style 7,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
279638,654933,Roque Bluffs,CAN Ballot Style 185,undervote,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce",False,2,False,False,False,False,"Bond, Tiffany L."
280057,655352,Machiasport,CAN Ballot Style 185,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
280322,655617,Jonesboro,CAN Ballot Style 4,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
280403,655698,Jonesboro,CAN Ballot Style 4,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
280480,655775,Jonesboro,CAN Ballot Style 4,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
280804,656099,Robbinston,CAN Ballot Style 32,undervote,"REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce",undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
280892,656187,Robbinston,CAN Ballot Style 32,undervote,"REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.",undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
281077,656372,Cutler,CAN Ballot Style 109,undervote,"REP Poliquin, Bruce","Hoar, William R.S.","DEM Golden, Jared F.",overvote,False,2,False,False,False,False,"REP Poliquin, Bruce"
281191,656486,Cutler,CAN Ballot Style 109,undervote,"Hoar, William R.S.","Bond, Tiffany L.",undervote,"DEM Golden, Jared F.",False,2,False,False,False,False,"Hoar, William R.S."
281193,656488,Cutler,CAN Ballot Style 109,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
281407,656702,Indian Township,CAN Ballot Style 32,undervote,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",False,2,False,False,False,False,"DEM Golden, Jared F."
281823,657118,Perry,CAN Ballot Style 32,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
281836,657131,Perry,CAN Ballot Style 32,undervote,"REP Poliquin, Bruce","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",False,2,False,False,False,False,"REP Poliquin, Bruce"
281858,657153,Perry,CAN Ballot Style 32,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
282306,657601,Harrington,CAN Ballot Style 4,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
282373,657668,Grand Lake Stream Plt,CAN Ballot Style 7,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
282508,657803,Charlotte,CAN Ballot Style 32,undervote,"Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
283047,658342,Ashland,CAN Ballot Style 19,undervote,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce",False,2,False,False,False,False,"Bond, Tiffany L."
283093,658388,Saint Agatha,CAN Ballot Style 105,undervote,"Bond, Tiffany L.","Bond, Tiffany L.",undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
283192,658487,Dixfield,CAN Ballot Style 79,undervote,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
283196,658491,Dixfield,CAN Ballot Style 79,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
283343,658638,Masardis,CAN Ballot Style 19,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
283421,658716,Dover-Foxcroft,CAN Ballot Style 21,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
283781,659076,Washburn,CAN Ballot Style 89,undervote,"Bond, Tiffany L.",overvote,"REP Poliquin, Bruce",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
284182,659477,Lovell W1,CAN Ballot Style 182,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
284635,659930,Weld,CAN Ballot Style 31,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
285125,660420,Rome,CAN Ballot Style 244,undervote,"Hoar, William R.S.",undervote,"REP Poliquin, Bruce",undervote,False,2,False,False,False,False,"Hoar, William R.S."
285488,660783,Stacyville,CAN Ballot Style 195,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
285716,661011,Stetson,CAN Ballot Style 124,undervote,"REP Poliquin, Bruce","Bond, Tiffany L.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
285996,661291,Mount Chase,CAN Ballot Style 195,undervote,"REP Poliquin, Bruce","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",False,2,False,False,False,False,"REP Poliquin, Bruce"
286933,662228,Bingham,CAN Ballot Style 22,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
287051,662346,Harmony,CAN Ballot Style 20,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
287866,663161,Montville,CAN Ballot Style 172,undervote,"Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
288791,664086,Vanceboro,CAN Ballot Style 7,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
289089,7792,327111,UOCAVA,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
289932,76,998,998,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
290543,1157,Blue Hill,CAN Ballot Style 53,undervote,"Bond, Tiffany L.","Hoar, William R.S.",undervote,overvote,False,2,False,False,False,False,"Bond, Tiffany L."
291357,2811,Blue Hill,CAN Ballot Style 53,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
291461,3023,Blue Hill,CAN Ballot Style 53,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
291973,4039,Mars Hill,CAN Ballot Style 52,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
293378,6872,Van Buren,CAN Ballot Style 140,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
293565,7279,Van Buren,CAN Ballot Style 140,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
293921,7929,Brewer W1,CAN Ballot Style 60,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
