"REP Poliquin, Bruce","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L."
0.6674608197148494,0.3909653193631663,0.3121295359259795,0.2640974609492793
0.066224919033615,0.13094003376460167,0.15266734133294782,0.1657318617694952
0.049048877638387375,0.19226139555306568,0.12866849790371548,0.13847174476810808
0.2172653836131482,0.2858332513191663,0.40653462483735725,0.4316989325131174
